SO Number,Date,Installation Complete,Machine Details,SerialNumber,CustomerName,Location,Region,ponumber,Ressubassembly,Resassembly,Res QA,Res Dispatch,Invoice Date,Invoice Number,Dispatch File,REMARKS,IncoTerms,SO_Date,PO_Date
6803002529,23-Jul-18,Out Of Warranty,BIS,BISH0718022,Unison Labs co.,Thailand,ROW,1823200674,JOLDEN TUSCANO,Shankar Jha,Bharat Rathod,Bunty Kundapur,24-Jul-18,EX1892000017,,,Air Shipment,05-Apr-18,23-Feb-18
6803002529,23-Jul-18,Out Of Warranty,BIS,BISH0718021,Unison Labs co.,Thailand,ROW,1823200674,JOLDEN TUSCANO,Shankar Jha,BR,Bunty Kundapur,24-Jul-18,EX1892000017,,,Air Shipment,05-Apr-18,23-Feb-18
6803002529,23-Jul-18,Out Of Warranty,BIS,bish0718020,Unison Labs co.,Thailand,ROW,1823200674,JOLDEN TUSCANO,Shankar Jha,bharat rathod,Bunty Kundapur,24-Jul-18,EX1892000017,,,Air Shipment,05-Apr-18,23-Feb-18
6803002533,15-Jun-18,Out Of Warranty,Tamper Evident,cs160618007,Medreich,Bangalore,South,4550008000,Chetan Patil,Sudhir Sane,BR,Jairaj Bing,19-Jan-18,DO1890000066,,NA,NA,09-Apr-18,13-Mar-18
6803002533,28-Jul-18,Out Of Warranty,LIS,VFPH0718002,MEDREICH,BANGLORE,South,4550008000/1,CHETAN PATIL,SUDHIR SANE,NP,Bunty Kundapur,30-Jul-18,DO1890000118,,NA,Customer Pick Up,09-Apr-18,19-Mar-18
6803002533,29-Jul-18,Out Of Warranty,TE (V5),CS160718017,MEDREICH,BANGLORE,South,455008000/1,CHETAN PATIL,CHETAN JADHAV,Bharat Rathod,Bunty Kundapur,30-Jul-18,DO1890000118,,,Customer Pick up,09-Apr-18,19-Mar-18
6803002533,30-Aug-18,Out Of Warranty,Tamper Evident 5,cs160818028,Medreich,Bangalore,South,4550008000/1,Chetan Patil,Sudhir Sane,NP,Jairaj,31-Aug-18,DO1890000171,,NA,NA,09-Apr-18,19-Mar-18
6803002533,01-Sep-18,Out Of Warranty,TE V-5,CS160818025,Medreich,Bangalore,South,4550008000/1,Chetan Patil,BISWAJIT BEHERA,NP,Jairaj,31-Aug-18,DO1890000171,,NA,NA,09-Apr-18,19-Mar-18
6803002534,13-Mar-18,Out Of Warranty,TE (V5),CS160718018,MEDREICH,BANGLORE,South,4550008001,CHETAN PATIL,CHETAN JADHAV,br,BUNTY KUNDAPUR,30-Jul-18,DO1890000119,,NA,Customer Pick Up,09-Apr-18,13-Mar-18
6803002534,16-Jun-18,Out Of Warranty,Tamper Evident,CS160618008,Medreich,Bangalore,South,4550008001,Chetan Patil,Sudhir Sane,BR,Jairaj Bing,19-Jan-18,DO1890000064,,NA,NA,09-Apr-18,13-Mar-18
6803002534,13-Oct-18,Out Of Warranty,TE (V5),CS161018035,MEDREICH,BANGLORE,South,4550008001,CHETAN PATIL,CHETAN JADHAV,BR,BUNTY KUNDAPUR,16-Oct-18,DO1890000218,,NA,NA,09-Apr-18,13-Mar-18
6803002535,16-Jun-18,Out Of Warranty,Tamper Evident,CS160618009,Medreich,Bangalore,South,4550008002,Chetan Patil,Sudhir Sane,BR,Jairaj Bing,19-Jan-18,DO1890000065,,NA,NA,09-Apr-18,13-Mar-18
6803002535,31-Jul-18,Out Of Warranty,TE (V5),CS160718020,MEDREICH,BANGLORE,South,4550008002,CHETAN PATIL,BISWAJIT BEHERA,br,BUNTY KUNDAPUR,31-Jul-18,DO1890000123,,,Customer Pick up,09-Apr-18,13-Mar-18
6803002536,28-Jun-18,Out Of Warranty,TE (V5),CS160618012,MEDREICH,BANGLORE,South,4550008003,CHETAN PATIL,CHETAN JADHAV,Bharat Rathod,Bunty Kundapur,29-Jun-18,DO1890000092,,NA,Customer Pick Up,09-Apr-18,14-Mar-18
6803002536,29-Jul-18,Out Of Warranty,TE (V5),CS160718019,MEDREICH,BANGLORE,South,4550008003,CHETAN PATIL,CHETAN JADHAV,Bharat Rathod,Bunty Kundapur,30-Jul-18,DO1890000120,,NA,Customer Pick Up,09-Apr-18,13-Mar-18
6803002536,17-Aug-18,Out Of Warranty,TE V-5,CS160818021,Medreich,Bangalore,South,4550008003,Chetan Patil,Sudhir Sane,Bharat Rathod,BUNTY KUNDAPUR,21-Aug-18,DO1890000142,,NA,NA,09-Apr-18,13-Mar-18
6803002536,27-Aug-18,Out Of Warranty,TE V5,CS160818029,MEDREICH,BANGALORE,South,4550008003,Chetan patil,Biswajir behera,Bharat Rathod,Jairaj,31-Aug-18,DO1890000173,,NA,NA,09-Apr-18,11-Mar-18
6803002536,29-Aug-18,Out Of Warranty,TE V-5,CS160818027,Medreich,Bangalore,South,455000803,Chetan Patil,Chetan jadhav,NP,Jairaj,31-Aug-18,DO1890000168,,NA,NA,09-Apr-18,11-Mar-18
6803002536,29-Aug-18,Out Of Warranty,TE V-5,CS160818026,Medreich,BANGLORE,South,455000803,Chetan Patil,BISWAJIT BEHERA,NP,Jairaj,31-Aug-19,DO1890000168,,NA,NA,09-Apr-18,11-Mar-18
6803002536,01-Oct-18,Out Of Warranty,TE V - 5,CS160918032,MEDREICH,BANGLORE,South,4550008003,Chetan Patil,CHETAN JADHAV,BHARAT,BUNTY KUNDAPUR,29-Sep-18,DO1890000212,,NA,NA,09-Jun-18,13-Mar-18
6803002536,03-Oct-18,Out Of Warranty,TE V - 5,CS160918034,MEDREICH,BANGLORE,South,4550008003,Chetan Patil,CHETAN JADHAV,Bharat Rathod,BUNTY KUNDAPUR,29-Sep-18,DO1890000212,,NA,NA,30-Sep-18,30-Sep-18
6803002536,03-Oct-18,Out Of Warranty,TE V-5,CS160918033,Medreich,Bangalore,South,4550008003,Chetan Patil,Sudhir Sane,Bharat Rathod,BUNTY KUNDAPUR,29-Sep-18,DO1890000212,,NA,NA,30-Sep-18,30-Sep-18
6803002536,20-Jun-19,Out Of Warranty,TE V-5,cs170320100,Medreich,MUMBAI,West,4550008000/1,yp,yp1,,,,,,,,11-Jun-19,19-Jun-19
6803002537,16-Jun-18,Out Of Warranty,Tamper Evident,CS160618011,Medreich,Bangalore,South,4550008004,Chetan Patil,Sudhir Sane,Bharat Rathod,Bunty Kundapur,29-Jun-18,DO1890000092,,NA,Customer Pick up,09-Apr-18,13-Apr-18
6803002537,17-Aug-18,Out Of Warranty,TE V-5,CS160818022,Medreich,Bangalore,South,4550008004/1,Chetan Patil,Chetan jadhav,Bharat Rathod,BUNTY KUNDAPUR,21-Aug-18,DO1890000142,,NA,NA,09-Apr-18,19-Mar-18
6803002539,11-May-18,Out Of Warranty,2BPO FOR HICART,CISH0418002,FOURRTS,PUNE,West,6110300947,JOLDEN TUSCANO,Shankar Jha,NP,JB,11-May-18,DO1890000025,,Commercial Invoice - 680904341,Road,13-Apr-18,30-Mar-18
6803002540,24-Jul-18,Out Of Warranty,Tertiary,VFTT0718002,"CADILA,ZYDUS",Ahmedabad,AMD,4480107620,CHETAN PATIL,SUDHIR SANE,Bharat Rathod,Bunty Kundapur,30-Jul-18,DO1890000117,,,Paid by ACGI,13-Apr-18,26-Mar-18
6803002540,24-Jul-18,Out Of Warranty,Tertiary,VFTT0718001,"CADILA,ZYDUS",Ahmedabad,AMD,4480107620,CHETAN PATIL,SUDHIR SANE,Bharat Rathod,Bunty Kundapur,30-Jul-18,DO1890000117,,,Paid by ACGI,13-Apr-18,26-Mar-18
6803002540,25-Jul-18,Out Of Warranty,Tertiary,VFTT0718003,Zydus,Ahmedabad,AMD,4480107620,CHETAN PATIL,SUDHIR SANE,Bharat Rathod,Bunty kundapur,30-Jul-18,DO1890000117,,,Paid by ACGI,13-Apr-18,26-Mar-18
6803002540,26-Jul-18,Out Of Warranty,TE (V5),CS160718016,Zydus,Ahmedabad,AMD,4480107620,CHETAN PATIL,SUDHIR SANE,Bharat Rathod,Bunty Kundapur,30-Jul-18,DO1890000117,,,Paid by ACGI,13-Apr-18,26-Mar-18
6803002540,26-Jul-18,Out Of Warranty,TE (V5),CS160718015,Zydus,Ahmedabad,AMD,4480107620,CHETAN PATIL,SUDHIR SANE,BR,Bunty Kundapur,30-Jul-18,DO1890000117,,,Paid by ACGI,13-Apr-18,26-Mar-18
6803002540,22-Aug-18,Out Of Warranty,Tertiary,VFTT0818006,Cadila Healthc,AHMEDABAD,AMD,4480107620,Chetan Patil,Chetan jadhav,Nikhil,Jairaj,27-Aug-18,DO1890000154,,NA,NA,13-Apr-18,26-Mar-18
6803002543,14-May-18,Out Of Warranty,BIS,BISH0518007,MICROLABS LTD,SOUTH SIKKIM-737132,East,3010021473,JOLDEN TUSCANO,Shankar Jha,NP,BUNTY KUNDAPUR,28-May-18,DO1890000045,,NA,NA,18-Apr-18,06-Apr-18
6803002543,15-May-18,Out Of Warranty,BIS,BISH0518008,MICROLABS LTDS,SOUTH SIKKIM-737132,East,3010021473,JOLDEN TUSCANO,Shankar Jha,NP,BUNTY KUNDAPUR,28-May-18,DO1890000045,,NA,NA,18-Apr-18,06-Apr-18
6803002546,18-Aug-18,Out Of Warranty,TE V-5,CS160818023,ZYDUS,AHMEDABAD,AMD,4480107620,Chetan Patil,Sudhir Sane,np,Jairaj,27-Jun-18,EX1892000009,,NA,NA,13-Mar-18,25-Mar-18
6803002558,22-May-18,Out Of Warranty,BIS+LIDDING FOIL+Lidding Foil,BISH0518010,Cadila Health,GOA,West,4490100274,JOLDEN TUSCANO,Shankar Jha,,,,,,,,26-Apr-18,18-Apr-18
6803002558,02-Jun-18,Out Of Warranty,BIS+LIDDING FOIL+Lidding Foil,bish0518011,Cadila Health,GOA,West,4490100274,JOLDEN TUSCANO,Shankar Jha,,,,,,,,26-Apr-18,18-Apr-18
6803002559,18-May-18,Out Of Warranty,2BPO,CISH0518005,ACG PAM-PAC,PUNE,West,6110302162,JOLDEN TUSCANO,Shankar Jha,NP,Jairaj,25-May-18,DO1890000036,,NA,NA,26-Apr-18,19-Apr-18
6803002560,26-Apr-18,Out Of Warranty,2BPO FOR HICART,CISH0518006,ACG PAM-PAC,PUNE,West,6110302163,JOLDEN TUSCANO,Shankar Jha,NP,BUNTY KUNDAPUR,25-May-18,DO1890000038,,NA,NA,26-Apr-18,19-Apr-18
6803002560,11-Jul-18,Out Of Warranty,TE with Domino printer and scanner,CS160618010,Zydus,Ahmedabad,AMD,4480107620,Chetan patil,Sudhir sane,BR,Jairaj,10-Jul-18,DO1890000102,,,Paid by ACGI,13-Apr-18,26-Mar-18
6803002564,22-May-18,Out Of Warranty,KIOSK SBC,VFTH0518002,BEXIMCO,BANGLADESH,ROW,DC#009318010387,CHETAN PATIL,DEEP SRIVASTAVA,NP,BUNTY KUNDAPUR,29-May-18,EX1892000003,,NA,NA,27-Apr-18,09-Apr-18
6803002564,22-May-18,Out Of Warranty,KIOSK Pallet,VFTH0518001,BEXIMCO,BANGLADESH,ROW,DC#009318010387,CHETAN PATIL,DEEP SRIVASTAVA,NP,BUNTY KUNDAPUR,28-May-18,EX1892000003,,NA,NA,27-Apr-18,09-Apr-18
6803002564,25-May-18,Out Of Warranty,KIOSK SBC,VFTH1017073,BEXIMCO,BANGLADESH,ROW,DC#009318010387,CHETAN PATIL,DEEP SRIVASTAVA,,,,,,,,27-Apr-18,09-Apr-18
6803002570,25-May-18,Out Of Warranty,CPIR VS,VFSH0518002,AJANTA PHARMA,ASSAM EAST,East,4500003826,CHETAN PATIL,BISWAJIT BEHERA,NP,Jairaj Bing,15-Jun-18,DO1890000061,,NA,Customer Pick up,03-May-18,05-Apr-18
6803002575,15-May-18,Out Of Warranty,BIS+LIDDING FOIL,BISH0518009,ACG PAM-PAC,PUNE,West,6110303212,JOLDEN TUSCANO,Shankar Jha,NP,JB,18-May-18,DO1890000031,,NA,NA,09-May-18,02-May-18
6803002576,08-Jun-18,Out Of Warranty,LIS,VFPH0418001,NOVITIUM,NEW JERSEY,USA,NOVITIUM PO # 4625,KONDIBA SHINDE,CHETAN DIXIT,np,Bunty Kundapur,27-Jun-18,EX1892000009,,NA,Air Shipment,10-May-18,27-Apr-18
6803002576,14-Jan-19,Out Of Warranty,LIS,pcch0119100,NOVATIUM,DAMAN,West,6090100119,AKSHAY SANKPAL,VIGNESH KUMAR G,,,,,,,,08-Jan-19,01-Jan-19
6803002577,31-May-18,Out Of Warranty,2BPO,CISH0518009,ACG PAM-PAC,PUNE,West,6110303568,JOLDEN TUSCANO,Shankar Jha,NP,Bunty Kundapur,08-Jun-18,DO1890000055,,NA,Customer Pick up,10-May-18,08-May-18
6803002578,15-Jun-18,Out Of Warranty,"Collation, 2 Camera",PCCH0618003,ZYDUS HEALTHCAR,"MAJHITPUR, SIKKIM",East,6090100119,AKSHAY SANKPAL,VIGNESH KUMAR G,NP,Bunty Kundapur,26-Jun-18,DO1890000082,,NA,Paid by ACGI,10-May-18,30-Apr-18
6803002580,30-May-18,Out Of Warranty,2BPO,CISH0518008,SRI KRISHNA,CHENNAI,South,6110303486,JOLDEN TUSCANO,Shankar Jha,NP,Bunty,31-May-18,DO1890000051,,"680904380
commercial invoice",Road,11-May-18,07-May-18
6803002586,07-Jul-18,Out Of Warranty,BIS,BISH0718018,Medical &Cosmet,Saudi Arabia,ROW,5.42E+12,JOLDEN TUSCANO,Shankar Jha,NP,Jairaj Bing,11-Jul-18,EX1892000014,,,Air Shipment,16-May-18,25-Apr-18
6803002587,20-Jul-18,Out Of Warranty,LIS,VFPH0218044,KSP,KUWAIT,ROW,FPO-2018000072,CHETAN PATIL,SUDHIR SANE,Nikhil,Bunty Kundapur,25-Jul-18,EX1892000018,,,Air Shipment,17-May-18,12-Mar-18
6803002588,20-Jun-18,Out Of Warranty,CPIR XL,VFSH0618005,Zydus,Daman,West,6090100122,Akshay Sankpal,Deep Srivastava,np,Bunty kundapur,30-Jun-18,DO1890000101,,NA,Paid by ACGI,21-May-18,30-Apr-18
6803002598,22-Jun-18,Out Of Warranty,Scanner Base Collation,VFTH0618006,Lupin LTD,Aurangabad,West,3400117196,Kondiba,Deep,BHARAT,Bunty Kundapur,25-Jun-18,DO1890000078,,NA,Customer Pick up,31-May-18,16-May-18
6803002598,22-Jun-18,Out Of Warranty,KIOSK(SBC),VFTH0618005,LUPIN Ltd.,AURANGABAD,West,3400117196,KONDIBA,DEEP SRIVASTAVA,BHARAT RATHOD,Bunty Kundapur,25-Jun-18,DO1890000078,,NA,Customer Pick up,31-May-18,16-May-18
6803002598,23-Jun-18,Out Of Warranty,KIOSK (SBC),VFTH0618007,LUPIN Ltd.,aurangabad,West,3400117196,kondiba,Deep Srivastava,BHARAT,Bunty Kundapur,25-Jun-18,DO1890000078,,NA,Customer Pick up,31-May-18,16-May-18
6803002599,28-Jun-18,Out Of Warranty,KIOSK,VFTH0618012,LUPIN LTD,GOA,West,3400117198,Akshay Sankpal,Deep Srivastava,NP,Bunty Kundapur,29-Jun-18,DO1890000091,,NA,Customer Pick up,31-May-18,16-May-18
6803002599,28-Jun-18,Out Of Warranty,KIOSK,VFTH0618011,LUPIN LTD,GOA,West,3400117198,Akshay Sankpal,Deep Srivastava,NP,Bunty Kundapur,29-Jun-18,DO1890000091,,NA,Customer Pick up,31-May-18,16-May-18
6803002600,21-Jun-18,Out Of Warranty,KIOSK(SBC),VFTH0618004,LUPIN,JAMMU,North,3400117200,KONDIBA S.,DEEP SRIVASTAVA,Bharat Rathod,Bunty Kundapur,22-Jun-18,DO1890000074,,NA,Customer Pick up,31-May-18,16-May-18
6803002602,20-Jun-18,Out Of Warranty,BIS,BISH0618016,INTAS PHARMA,SIKKIM,East,839973408,ANIKET JADHAV,Shankar Jha,Nikhil,Bunty Kundapur,25-Jun-18,DO1890000077,,NA,Paid by ACGI,31-May-18,25-May-18
6803002603,11-Jul-18,Out Of Warranty,TE (V3),CS160718014,USV,BADDI,North,8000018644,CHETAN PATIL,SUDHIR SANE,BR,BUNTY KUNDAPUR,16-Aug-18,DO1890000140,,NA,NA,04-Jun-18,08-May-18
6803002603,17-Jul-18,Out Of Warranty,Kiosk,VFTH0718017,USV LIMITED,Baddi,North,8000018644,Chetan Patil,Deep Srivastava,br,BUNTY KUNDAPUR,16-Aug-18,DO1890000140,,NA,NA,04-Jun-18,08-May-18
6803002603,17-Jul-18,Out Of Warranty,Kiosk (scanner based collation),VFTH0718016,USV LIMITED,Baddi,North,8000018644,Chetan Patil,Deep Srivastava,BR,BUNTY KUNDAPUR,16-Aug-18,DO1890000140,,NA,NA,04-Jun-18,08-May-18
6803002603,17-Jul-18,Out Of Warranty,Hawkeye(ACF),PCCH0718008,USV LIMITED,Baddi,North,8000018644,Chetan Patil,Deep Srivastava,BR,BUNTY,16-Aug-18,DO1890000140,,NA,NA,04-Jun-18,08-May-18
6803002605,15-May-18,Out Of Warranty,PALLET,VFTH0818018,VERGO PHARMA,GOA,West,A01/1819/DOS/2GL/0001,CHETAN PATIL,SUDHIR SANE,Bharat Rathod,BUNTY KUNDAPUR,28-Aug-18,DO1890000158,,NA,NA,29-May-18,15-May-18
6803002605,09-Aug-18,Out Of Warranty,TE (V5),PCCH0818009,VERGO PHARMA,GOA,West,A01/1819/DOS/2GL/0001,CHETAN PATIL,BISWAJIT BEHERA,Bharat Rathod,BUNTY KUNDAPUR,28-Aug-18,DO1890000158,,NA,NA,05-Jun-18,15-May-18
6803002605,25-Aug-18,Out Of Warranty,TE V - 5,CS160818024,VERGO - GOA,GOA,West,A01/1819/005/2GL/0001,Chetan Patil,Chetan jadhav,Bharat Rathod,BUNTY KUNDAPUR,28-Aug-18,DO1890000158,,NA,NA,05-Jun-18,15-May-18
6803002606,30-Jun-18,Out Of Warranty,COLLATION 2CAM,PCCH0618005,ZYDUS HEALTHCAR,DAMAN,West,6090100148,KONDIBA SHINDE,VIGNESH KUMAR G,NP,Bunty Kundapur,30-Jun-18,DO1890000100,,NA,Paid by ACGI,05-Jun-18,07-Jun-18
6803002607,27-Jun-18,Out Of Warranty,"Collation, 2 Camera",pcch0618004,ZYDUS HEALTHCAR,Daman,West,6090100236,AKSHAY SANKPAL,VIGNESH KUMAR G,NP,Bunty Kundapur,30-Jun-18,DO1890000095,,NA,Paid by ACGI,06-Jun-18,24-May-18
6803002609,20-Jun-18,Out Of Warranty,BIS,BISH0618017,ARIMED,TURKEY,ROW,6110304541,JOLDEN TUSCANO,Shankar Jha,Bharat,Bunty Kundapur,27-Jun-18,DO1890000087,,NA,Customer Pick up,06-Jun-18,22-May-18
6803002610,23-Jun-18,Out Of Warranty,3BPO For Vector,CISH0618011,ACG PAM-PAC,PUNE,West,6110305208,Jolden Tuscano,Shankar Jha,np,Bunty kundapur,27-Jun-18,DO1890000086,,NA,Customer Pick up,06-Jun-18,30-May-18
6803002618,18-Jul-18,Out Of Warranty,CPIR VS,CPIRVS0718002,Marcyrl pharma,Egypt,ROW,Marcyrl/Egypt/033-001/2018-19,Chetan Patil,Deep Srivastava,NP,Bunty kundapur,25-Jul-18,EX1892000019,,,Sea Shipment,14-Jun-18,15-May-18
6803002619,24-Oct-18,Out Of Warranty,"Collation, 2 Camera",PCCH1018038,ZYDUS HEALTHCAR,AHMEDABAD,AMD,6090100207,AKSHAY SANKPAL,VIGNESH KUMAR G,NP,BUNTY KUNDAPUR,26-Oct-18,DO1890000227,,NA,NA,14-Jun-18,21-May-18
6803002622,30-Jun-18,Out Of Warranty,CPIR-NANO,VFSHN0618003,ZYDUS HEALTHCAR,DAMAN,West,6090100285,KONDIBA SHINDE,VIGNESH KUMAR G,NP,Bunty Kundapur,30-Jun-18,DO1890000099,,NA,Paid by ACGI,15-Jun-18,08-Jun-18
6803002629,10-Aug-18,Out Of Warranty,Kiosk (scanner based collation),VFTH0818020,Novitium PO # 4,"New Jersey,USA",USA,Novitium PO # 4866,Kondiba,Deep,NP,BUNTY KUNDAPUR,21-Aug-18,EX1892000025,,NA,NA,21-Jun-18,28-May-18
6803002629,10-Aug-18,Out Of Warranty,Kiosk,VFTH0818019,Novitium Pharma,"New Jersey,USA",USA,Novitium PO# 4866,KONDIBA,DEEP,NP,BUNTY KUNDAPUR,21-Aug-18,EX1892000025,,NA,NA,21-Jun-18,29-May-18
6803002630,20-Oct-18,Out Of Warranty,CPIR NANO,VFSHN1018005,AVVARUS,RUSSIA,EU/RU,AVVARUS,CHETAN PATIL,CHETAN JADHAV,,,,,,,,22-Jun-18,11-May-18
6803002630,20-Oct-18,Out Of Warranty,CPIR VS,CPIRVS1018005,AVVARUS,RUSSIA,EU/RU,AVVARUS,CHETAN PATIL,CHETAN JADHAV,,,,,,,,22-Jun-18,11-May-18
6803002630,30-Nov-18,Out Of Warranty,SBC,VFTH1118080,AVVARUS,RUSSIA,EU/RU,AVVARUS,Chetan Patil,Sudhir Sane,BR,BUNTY KUNDAPUR,30-Nov-18,681000008,,NA,NA,22-Jun-18,11-May-18
6803002630,30-Nov-18,Out Of Warranty,SBC,VFTH1118079,AVVARUS,RUSSIA,EU/RU,AVVARUS,Chetan Patil,Sudhir Sane,BR,BUNTY KUNDAPUR,30-Nov-18,681000008,,NA,NA,22-Jun-18,11-May-18
6803002636,22-Sep-18,Out Of Warranty,TE V -3,CS160918030,MEDICOPHARMS,"CROTIA, POLAND",EU/RU,MEDICOFARMA S.A.,Chetan Patil,"CHETAN JADHAV ,Sudhir Sane",Bharat Rathod,BUNTY KUNDAPUR,26-Sep-18,680904626,,NA,NA,26-Jun-18,12-Apr-18
6803002638,30-Aug-18,Out Of Warranty,Ensura,CPIREN0818003,MS Pharma,Jordan,ROW,msp ksa 010-2018,Chetan Patil,Vignesh Kumar G,BHARAT RATHOD,Jairaj,,,,,,27-Jun-18,12-Apr-18
6803002639,23-Jul-18,Out Of Warranty,BIS,BISH0718026,ACG PAM-PAC,PUNE,West,6110306219,Ashish Patil,Shankar Jha,Bharat,Bunty kundapur,30-Jul-18,DO1890000121,,,Customer Pick up,28-Jun-18,16-Jun-18
6803002641,22-Sep-18,Out Of Warranty,TE (V3),CS160918031,GALENA,POLAND,EU/RU,Galena,CHETAN PATIL,"CHETAN JADHAV,Sudhir Sane",BHARAT RATHOD,Jairaj,26-Sep-18,680904624,,NA,NA,28-Jun-18,25-May-18
6803002641,25-Sep-18,Out Of Warranty,SBC WITHOUT VOYAGER BODY (REWORK),VFTH0918045,GALENA - POLAND,POLAND,EU/RU,31000008 - GALENA,Chetan Patil,Sudhir Sane,Bharat.Rathod,Jairaj,26-Sep-18,680904624,,NA,NA,28-Jun-18,25-May-18
6803002644,10-Sep-18,Out Of Warranty,LIS,vfph0918008,KSP,Saudi Arabia,ROW,FPO-2018000038,Ashish Patil,"Anurag,Vinay pai",Bharat/Anurag,BK,11-Sep-18,680904605,,NA,NA,02-Jul-18,12-Feb-18
6803002644,10-Sep-18,Out Of Warranty,BPO,CISH0918020,KSP,Saudi Arabia,ROW,FPO-2018000038,"JOLDEN TUSCANO,Ashish","Anurag,Vinay pai",Bharat Rathod,BK,11-Sep-18,680904605,,NA,NA,02-Jul-18,12-Feb-18
6803002645,26-Sep-18,Out Of Warranty,CPIR XL,VFSH0918009,PSI,Saudi Arabia,ROW,4570002157,Chetan Patil,Deep Srivastava,BR,Jairaj,,,,,,03-07-2018,15-May-18
6803002645,28-Sep-18,Out Of Warranty,LIS-FLAT BOTTLE LINE,VFPH0918013,PSI,Saudi Arabia,ROW,4570002157,jolden,DEEP SRIVASTAVA/BISWAJIT,BR,Bunty Kundapur,,,,,,03-Jul-18,15-May-18
6803002645,28-Sep-18,Out Of Warranty,LIS-FLAT BOTTLE LINE,VFPH0918012,PSI,Saudi Arabia,ROW,4570002157,jolden,DEEP SRIVASTAVA/BISWAJIT,BR,Bunty Kundapur,,,,,,03-Jul-18,15-May-18
6803002645,28-Sep-18,Out Of Warranty,LIS-IRRIGATION LINE,VFPH0918011,PSI,Saudi Arabia,ROW,4570002157,Ashish Patil,DEEP SRIVASTAVA,BR,BUNTY KUNDAPUR,,,,,,03-Jul-18,15-May-18
6803002645,28-Sep-18,Out Of Warranty,LIS-Glass Bottle Line,VFPH0918010,PSI,Saudi Arabia,ROW,4570002157,Ashish Patil,DEEP SRIVASTAVA,NP,BUNTY KUNDAPUR,,,,,,03-Jul-18,15-May-18
6803002645,28-Jan-19,Out Of Warranty,LIS,VFPH0119027,"PSI, Saudi",Saudi Arabia,ROW,4570002157,AKSHAY,DEEP,NP,BUNTY KUNDAPUR,31-Jan-19,681000025,,NA,NA,03-Jul-18,15-May-18
6803002645,28-Jan-19,Out Of Warranty,LIS,VFPH0119026,"PSI, Saudi",Saudi Arabia,ROW,4570002157,AKSHAY,DEEP,NP,BUNTY KUNDAPUR,31-Jan-19,681000025,,NA,NA,03-Jul-18,15-May-18
6803002645,28-Jan-19,Out Of Warranty,LIS,VFPH0119025,"PSI, Saudi",Saudi Arabia,ROW,4570002157,AKSHAY,DEEP,NP,BUNTY KUNDAPUR,31-Jan-19,681000025,,NA,NA,15-Jul-18,15-May-18
6803002647,04-Aug-18,Out Of Warranty,BIS,BISH0518013,Vedanti Pharma,SURAT,AMD,VED/NGBL/07/290618,ANIKET JADHAV,Shankar Jha,NP,BUNTY KUNDAPUR,27-Aug-18,DO1890000155,,NA,NA,06-Jul-18,29-Jun-18
6803002651,28-Jul-18,Out Of Warranty,Ensura,CPIREN0718001,MS Pharma,Jordan,ROW,msp ksa 010-2018 - part II,Chetan Patil,Vignesh Kumar G,Bharat Rathod,Bunty Kundapur,30-Jul-18,EX1892000021,,NA,ACGI,10-Jul-18,12-Jun-18
6803002659,07-Sep-18,Out Of Warranty,TE V-5,CS170918001,ALEMBIC,BADODARA,AMD,4200024737,Chetan Patil,Sudhir Sane,Bharat Rathod,Jairaj,18-Sep-18,DO1890000185,,NA,NA,17-Jul-18,26-Jul-18
6803002659,10-Sep-18,Out Of Warranty,TE (V5),CS170918002,ALEMBIC,VADODARA,AMD,4200024737,CHETAN PATIL,CHETAN JADHAV,Bharat Rathod,Jairaj,18-Aug-18,DO1890000185,,NA,NA,17-Jul-18,26-Jul-18
6803002659,14-Sep-18,Out Of Warranty,TE V-5,CS170918003,ALEMBIC,BADODARA,AMD,4200024737,Chetan Patil,Sudhir Sane,BR,BUNTY KUNDAPUR,18-Aug-18,DO1890000185,,NA,NA,17-Jul-18,26-Jul-18
6803002660,25-Jul-18,Out Of Warranty,BIS Upgradation,BISH0718027,Sami Pharma,Pakistan,ROW,LC/99/064/6480,Ashish Patil,Shankar Jha,Bharat Rathod,Bunty Kundapur,26-Jul-18,EX1892000020,,,Air Shipment,17-Jul-18,06-Jul-18
6803002661,27-Aug-18,Out Of Warranty,BIS,bish0818029,ACG PAM-PAC,PUNE,West,6110307626,RAVI Rathod,Shankar Jha,NP,Jairaj,29-Aug-18,EX1892000028,,NA,NA,18-Jul-18,10-Jul-18
6803002662,28-Jul-18,Out Of Warranty,3BPO FOR HICART,CISH0718012,ACG PAM-PAC,PUNE,West,6110308020,Ashish Patil,Shankar Jha,NP,Bunty Kundapur,30-Jul-18,DO1890000122,,NA,Customer Pick Up,23-Jul-18,16-Jul-18
6803002663,21-Nov-18,Out Of Warranty,BIS+Rej Mech.,BISH1118040,Ordian Health,Kanchipuram,South,45292342,ravi/aniket,shankar jha,NP,BUNTY,05-Dec-18,DO1890000279,,NA,NA,23-Jul-18,06-Jul-18
6803002665,27-Aug-18,Out Of Warranty,AFC multi camera motorised,PCCH0818015,LUPIN LIMITED,JAMMU,North,3400118274,CHETAN PATIL,DEEP SRIVASTAVA,NP,Jairaj,29-Aug-18,DO1890000160,,NA,NA,24-Jul-18,06-Jul-18
